energy_pool,food_consumption,power_attack,resistance_attack,reward_eat,reward_rest,reward_sex,reward_violence,feature1
2.3908257725814157,2.2329802317992993,2.077970766534582,2.3757573129265386,2.17993441923732,2.0768902714049076,1.7821338710150905,2.516375141977848,2.089118900814397
2.5246629393963826,2.2252077950967943,1.9297244836318928,2.1565001956208705,2.2516001616781907,1.9360774486027805,1.740199618252686,2.4728232188104085,2.0829498412817014
2.5246629393963826,2.2252077950967943,1.9297244836318928,2.1565001956208705,2.2516001616781907,1.9360774486027805,1.740199618252686,2.4728232188104085,2.0829498412817014
2.5246629393963826,2.2252077950967943,1.9297244836318928,2.1565001956208705,2.2516001616781907,1.9360774486027805,1.740199618252686,2.4728232188104085,2.0829498412817014
2.3860917273841853,2.188683014667572,1.944843488334917,2.142762373015247,2.1533496322102255,1.9243340958745554,1.7909752908530754,2.4402644468663666,2.133846005597047
energy_pool,food_consumption,power_attack,resistance_attack,reward_eat,reward_rest,reward_sex,reward_violence,feature1
2.509091632502115,1.9913632995718962,2.0095665284519604,2.1752413404295123,2.242265264158711,2.167218792307077,1.8151977700703288,2.4666358402640127,1.9495227043013206
2.601537842363357,1.9790106771354001,2.054315232677357,2.1635261327755226,2.2977500934299777,2.263809586844405,1.9037261764928293,2.660856432584231,2.0315103509974586
2.7731111599770855,2.021002575929072,2.103023049840834,2.179242872010415,2.431812963815909,2.377949014839046,1.9118396978304832,2.743813314661405,2.1232278102199738
2.8894501692775387,2.1084989066717608,2.2068909433403765,2.3512026381188424,2.4405156237476686,2.4463712589694295,1.9751705433643463,2.8919260791000854,2.1172948853891778
2.8894501692775387,2.1084989066717608,2.2068909433403765,2.3512026381188424,2.4405156237476686,2.4463712589694295,1.9751705433643463,2.8919260791000854,2.1172948853891778
energy_pool,food_consumption,power_attack,resistance_attack,reward_eat,reward_rest,reward_sex,reward_violence,feature1
2.805940820621424,2.0540901742190902,2.1570533738387687,2.243993685695549,2.2537263646103125,2.301707424177693,1.9760381242452896,2.665688260272913,2.137076296402027
2.608507755125768,2.007856925483974,2.1047301141478734,2.2310533910619355,2.0824791325595924,2.1621912922954984,1.9719222182192604,2.5623948099838345,2.0312266344909307
2.552319441747596,2.0037084726541674,1.9382122487222042,2.077449202734483,2.105075982029951,2.0616689145104976,1.887784787328671,2.5248753632361565,2.037210176623058
2.511888557263272,1.9994906109463915,1.8655365196220848,1.9269401984858354,2.034336931685841,1.9775726940556477,1.8146348882055123,2.5027350336840706,2.1344824166152945
2.511888557263272,1.9994906109463915,1.8655365196220848,1.9269401984858354,2.034336931685841,1.9775726940556477,1.8146348882055123,2.5027350336840706,2.1344824166152945
