0.3125,0.625,0.25,0.6875,0.625,0.6875,0.6875,0.25,0.375,0.5625,0.5625,0.5,0.6875,0.3125,0.5,0.3125,0.5625,0.625,0.5,0.375
0.3,0.6,0.2,0.7,0.6,0.65,0.7,0.3,0.35,0.6,0.5,0.55,0.7,0.4,0.45,0.3,0.55,0.7,0.45,0.35
0.3,0.6,0.2,0.7,0.6,0.65,0.7,0.3,0.35,0.6,0.5,0.55,0.7,0.4,0.45,0.3,0.55,0.7,0.45,0.35
0.25,0.65,0.2,0.7,0.55,0.65,0.75,0.3,0.3,0.55,0.6,0.55,0.75,0.3,0.45,0.3,0.6,0.7,0.45,0.35
0.25,0.65,0.2,0.7,0.55,0.65,0.75,0.3,0.3,0.55,0.6,0.55,0.75,0.3,0.45,0.3,0.6,0.7,0.45,0.35
0.22727272727272727,0.6818181818181818,0.18181818181818182,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.7727272727272727,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.6363636363636364,0.5909090909090909,0.7272727272727273,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.5909090909090909,0.6818181818181818,0.4090909090909091,0.36363636363636365
0.25,0.65,0.2,0.7,0.6,0.65,0.75,0.25,0.3,0.55,0.65,0.6,0.7,0.25,0.5,0.25,0.55,0.65,0.45,0.4
0.2777777777777778,0.6666666666666666,0.2222222222222222,0.7222222222222222,0.6111111111111112,0.6666666666666666,0.7222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.6111111111111112,0.5555555555555556,0.6666666666666666,0.2777777777777778,0.5,0.2777777777777778,0.5555555555555556,0.6111111111111112,0.4444444444444444,0.3888888888888889
0.3125,0.625,0.25,0.6875,0.625,0.6875,0.6875,0.25,0.375,0.5625,0.5625,0.5,0.6875,0.3125,0.5,0.3125,0.5625,0.625,0.5,0.375
0.3125,0.625,0.25,0.6875,0.625,0.6875,0.6875,0.25,0.375,0.5625,0.5625,0.5,0.6875,0.3125,0.5,0.3125,0.5625,0.625,0.5,0.375
